"Group","Indicator","Units","YYYY-MM","value"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-05","7.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-06","8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-07","5.6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-08","4.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-09","8.2"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-10","10"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-11","9.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2019-12","6.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-01","5.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-02","5.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-03","4.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-04","1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-05","0.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-06","0.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-07","0.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-08","0.6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-09","1.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-10","3.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-11","2.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2020-12","2.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-01","2.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-02","2.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-03","2.6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-04","3.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-05","4.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-06","3.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-07","3.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-08","4.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-09","6.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-10","5.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-11","4.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2021-12","3.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-01","3.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-02","3.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-03","3.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-04","4.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-05","5.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-06","5.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-07","4.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-08","4.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-09","8.6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-10","9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-11","6.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2022-12","4.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-01","3.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-02","4.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-03","4.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-04","4.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-05","5.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-06","5.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-07","4.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-08","4.1"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-09","7.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-10","7.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-11","6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2023-12","4.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-01","4.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-02","4.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-03","3.6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-04","5.5"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-05","5.3"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-06","5.7"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-07","4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-08","3.4"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-09","5.8"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-10","6"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-11","5.9"
"Oahu visitors","Purpose: Honeymoon/Get married (%)","percent","2024-12","3.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-01","2.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-02","2.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-03","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-04","2.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-05","2.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-06","2.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-07","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-08","1.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-09","1.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-10","2.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-11","2.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2015-12","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-01","2.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-02","3"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-03","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-04","3"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-05","2.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-06","3"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-07","2"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-08","1.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-09","2"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-10","3.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-11","3"
"Oahu visitors","Purpose: Incentive (%)","percent","2016-12","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-01","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-02","3"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-03","1.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-04","2.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-05","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-06","2.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-07","1.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-08","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-09","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-10","2.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-11","2.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2017-12","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-01","2"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-02","2.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-03","1.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-04","2.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-05","2.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-06","2.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-07","0.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-08","1.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-09","2.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-10","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-11","2.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2018-12","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-01","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-02","2.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-03","1.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-04","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-05","2.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-06","2"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-07","0.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-08","1.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-09","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-10","2"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-11","1.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2019-12","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-01","1.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-02","2.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-03","0.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-04","1.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-05","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-06","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-07","0.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-08","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-09","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-10","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-11","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2020-12","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-01","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-02","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-03","0.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-04","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-05","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-06","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-07","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-08","0.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-09","0.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-10","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-11","0.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2021-12","0.3"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-01","0.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-02","0.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-03","0.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-04","0.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-05","0.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-06","0.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-07","0.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-08","0.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-09","0.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-10","0.5"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-11","0.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2022-12","1.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-01","0.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-02","0.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-03","0.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-04","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-05","1.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-06","1.8"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-07","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-08","1.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-09","1.1"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-10","1.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-11","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2023-12","1.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-01","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-02","2.2"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-03","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-04","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-05","1"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-06","1.4"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-07","0.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-08","1.6"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-09","1.7"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-10","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-11","1.9"
"Oahu visitors","Purpose: Incentive (%)","percent","2024-12","0.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-01","5.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-02","5.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-03","4.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-04","5.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-05","5.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-06","8.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-07","5.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-08","3.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-09","4.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-10","7.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-11","6.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2015-12","6.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-01","6.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-02","7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-03","4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-04","6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-05","6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-06","5.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-07","4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-08","3.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-09","7.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-10","7.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-11","5.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2016-12","3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-01","7.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-02","6.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-03","4.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-04","6.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-05","4.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-06","6.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-07","5.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-08","2.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-09","4.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-10","5.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-11","6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2017-12","2.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-01","5.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-02","5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-03","4.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-04","7.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-05","6.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-06","5.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-07","3.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-08","2.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-09","4.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-10","8.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-11","4.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2018-12","2.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-01","5.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-02","7.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-03","4.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-04","4.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-05","6.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-06","3.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-07","3.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-08","2.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-09","3.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-10","5.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-11","5.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2019-12","3.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-01","5.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-02","6.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-03","3.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-04","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-05","0.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-06","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-07","0.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-08","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-09","0.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-10","0.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-11","0.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2020-12","0.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-01","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-02","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-03","0.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-04","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-05","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-06","0.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-07","0.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-08","0.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-09","1.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-10","1.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-11","1.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2021-12","1.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-01","3.5"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-02","2.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-03","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-04","3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-05","4.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-06","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-07","1.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-08","1.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-09","3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-10","3.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-11","5.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2022-12","2.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-01","5.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-02","3.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-03","4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-04","4.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-05","2.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-06","3.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-07","4.2"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-08","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-09","4.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-10","7.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-11","5.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2023-12","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-01","5.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-02","4.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-03","4.1"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-04","5.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-05","5.9"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-06","4.4"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-07","2.7"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-08","4.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-09","4.6"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-10","6.8"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-11","4.3"
"Oahu visitors","Purpose: MCI-net (%)","percent","2024-12","1.7"
"Oahu visitors","Purpose: Other business (%)","percent","2015-01","4.1"
"Oahu visitors","Purpose: Other business (%)","percent","2015-02","3.9"
"Oahu visitors","Purpose: Other business (%)","percent","2015-03","3.9"
"Oahu visitors","Purpose: Other business (%)","percent","2015-04","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2015-05","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2015-06","2.8"
"Oahu visitors","Purpose: Other business (%)","percent","2015-07","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2015-08","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2015-09","3.5"
"Oahu visitors","Purpose: Other business (%)","percent","2015-10","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2015-11","3.9"
"Oahu visitors","Purpose: Other business (%)","percent","2015-12","2.4"
"Oahu visitors","Purpose: Other business (%)","percent","2016-01","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2016-02","3.8"
"Oahu visitors","Purpose: Other business (%)","percent","2016-03","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2016-04","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2016-05","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2016-06","2.8"
"Oahu visitors","Purpose: Other business (%)","percent","2016-07","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2016-08","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2016-09","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2016-10","3.8"
"Oahu visitors","Purpose: Other business (%)","percent","2016-11","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2016-12","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2017-01","3.6"
"Oahu visitors","Purpose: Other business (%)","percent","2017-02","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2017-03","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2017-04","3.6"
"Oahu visitors","Purpose: Other business (%)","percent","2017-05","3.1"
"Oahu visitors","Purpose: Other business (%)","percent","2017-06","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2017-07","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2017-08","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2017-09","3"
"Oahu visitors","Purpose: Other business (%)","percent","2017-10","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2017-11","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2017-12","2.2"
"Oahu visitors","Purpose: Other business (%)","percent","2018-01","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2018-02","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2018-03","2.8"
"Oahu visitors","Purpose: Other business (%)","percent","2018-04","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2018-05","2.9"
"Oahu visitors","Purpose: Other business (%)","percent","2018-06","2.5"
"Oahu visitors","Purpose: Other business (%)","percent","2018-07","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2018-08","2.5"
"Oahu visitors","Purpose: Other business (%)","percent","2018-09","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2018-10","3.8"
"Oahu visitors","Purpose: Other business (%)","percent","2018-11","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2018-12","2.4"
"Oahu visitors","Purpose: Other business (%)","percent","2019-01","3.6"
"Oahu visitors","Purpose: Other business (%)","percent","2019-02","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2019-03","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2019-04","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2019-05","3"
"Oahu visitors","Purpose: Other business (%)","percent","2019-06","2.5"
"Oahu visitors","Purpose: Other business (%)","percent","2019-07","2.6"
"Oahu visitors","Purpose: Other business (%)","percent","2019-08","2.5"
"Oahu visitors","Purpose: Other business (%)","percent","2019-09","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2019-10","3.7"
"Oahu visitors","Purpose: Other business (%)","percent","2019-11","3.2"
"Oahu visitors","Purpose: Other business (%)","percent","2019-12","2.5"
"Oahu visitors","Purpose: Other business (%)","percent","2020-01","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2020-02","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2020-03","3.3"
"Oahu visitors","Purpose: Other business (%)","percent","2020-04","25.1"
"Oahu visitors","Purpose: Other business (%)","percent","2020-05","19.1"
"Oahu visitors","Purpose: Other business (%)","percent","2020-06","16.6"
"Oahu visitors","Purpose: Other business (%)","percent","2020-07","17.1"
"Oahu visitors","Purpose: Other business (%)","percent","2020-08","17.4"
"Oahu visitors","Purpose: Other business (%)","percent","2020-09","18.1"
"Oahu visitors","Purpose: Other business (%)","percent","2020-10","9.2"
"Oahu visitors","Purpose: Other business (%)","percent","2020-11","5.7"
"Oahu visitors","Purpose: Other business (%)","percent","2020-12","3.4"
"Oahu visitors","Purpose: Other business (%)","percent","2021-01","6.3"
"Oahu visitors","Purpose: Other business (%)","percent","2021-02","4.5"
"Oahu visitors","Purpose: Other business (%)","percent","2021-03","2.7"
"Oahu visitors","Purpose: Other business (%)","percent","2021-04","2.8"
"Oahu visitors","Purpose: Other business (%)","percent","2021-05","2.3"
"Oahu visitors","Purpose: Other business (%)","percent","2021-06","2"
"Oahu visitors","Purpose: Other business (%)","percent","2021-07","1.9"
"Oahu visitors","Purpose: Other business (%)","percent","2021-08","2.4"
